ciqual_code,nom,Énergie_kcal_100g,Lipides_g_100g,AG_saturés_g_100g,Acide_oléique_W9_g_100g,Acide_linoléique_W6_LA_g_100g,Acide_alpha-linolénique_W3_ALA_g_100g,EPA_g_100g,DHA_g_100g,Cholestérol_mg_100g,Glucides_g_100g,Sucres_g_100g,Fibres_g_100g,Protéines_g_100g,Sel_g_100g,Calcium_mg_100g,Cuivre_mg_100g,Fer_mg_100g,Iode_µg_100g,Magnésium_mg_100g,Manganèse_mg_100g,Phosphore_mg_100g,Potassium_mg_100g,Sélénium_µg_100g,Sodium_mg_100g,Zinc_mg_100g,Rétinol_µg_100g,Beta-Carotène_µg_100g,Vitamine_D_µg_100g,Vitamine_E_mg_100g,Vitamine_K1_µg_100g,Vitamine_K2_µg_100g,Vitamine_C_mg_100g,Vitamine_B1_mg_100g,Vitamine_B2_mg_100g,Vitamine_B3_mg_100g,Vitamine_B5_mg_100g,Vitamine_B6_mg_100g,Vitamine_B9_µg_100g,Vitamine_B12_µg_100g,Eau_g_100g,Fructose_g_100g,Galactose_g_100g,Glucose_g_100g,Lactose_g_100g,Maltose_g_100g,Saccharose_g_100g,Amidon_g_100g,Polyols_g_100g,Alcool_g_100g
26013,"Hareng fumé, au naturel",167.0,11.0,2.76,1.05,0.15,0.12,2.98,1.11,49.9,0.5,0.0,0.0,16.5,3.98,62.4,0.1,1.0,40.0,34.8,0.1,155.0,226.0,28.0,1590.0,0.6,12.0,0.0,22.0,1.35,0.0,,0.0,0.04,0.23,3.45,0.55,0.37,12.0,11.8,68.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25998,"Hareng fumé, doux",163.0,9.9,2.24,0.78,0.11,0.07,0.49,0.56,54.9,0.44,0.24,1.0,18.1,3.78,62.0,0.08,0.7,20.0,39.0,0.03,250.0,380.0,30.0,1510.0,0.51,21.0,,17.7,,0.8,,0.5,0.015,0.2,4.53,1.22,0.28,10.8,13.4,67.7,0.3,,0.3,,0.3,0.3,0.0,0.0,0.0
26238,"Hareng gras, cru",175.0,10.8,2.23,0.71,0.16,0.12,0.45,0.83,54.7,0.77,0.0,0.0,18.7,0.13,47.7,0.1,0.88,8.94,32.7,0.1,247.0,421.0,25.4,52.4,0.44,11.7,0.0,8.36,1.07,0.0,,0.5,0.04,0.15,6.14,0.72,0.4,10.0,8.28,68.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26237,"Hareng maigre, cru",111.0,4.22,0.83,0.29,0.063,0.027,0.16,0.32,50.0,0.0,0.0,0.0,18.3,0.19,23.8,0.1,0.87,5.5,36.2,0.1,261.0,450.0,18.6,75.0,0.49,6.1,0.0,9.59,1.07,0.1,,,0.04,0.13,4.11,0.57,0.42,10.0,8.47,76.2,,,,,,,0.0,0.0,0.0
26010,"Hareng mariné ou rollmops, préemballé",189.0,13.8,1.98,2.49,0.43,0.25,0.75,0.48,13.0,1.95,0.88,0.0,13.7,2.18,77.0,0.11,1.22,47.0,8.0,0.04,89.0,69.0,46.0,870.0,0.53,35.8,0.0,13.2,1.71,0.2,,0.0,0.036,0.14,3.3,0.081,0.19,2.0,4.27,67.0,0.2,,0.2,0.2,0.2,0.88,1.07,0.0,0.0
26011,"Hareng, cru",176.0,11.7,2.82,1.23,0.24,0.15,0.65,1.1,55.6,0.0,0.0,0.0,17.7,0.22,61.6,0.15,1.21,54.1,27.0,0.027,235.0,342.0,31.2,89.2,0.79,38.1,0.0,10.7,1.07,0.45,0.21,0.75,0.035,0.24,3.95,0.84,0.38,9.4,11.5,71.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26012,"Hareng, frit",201.0,12.1,3.51,,,,1.05,1.2,57.0,0.0,0.0,0.0,23.0,,,0.14,,38.0,,0.02,,,31.3,,0.75,,0.0,5.4,1.37,0.1,,,,,,,,12.0,13.14,,,,,,,,0.0,0.0,0.0
26014,"Hareng, grillé/poêlé",193.0,11.4,2.48,,,,1.05,1.23,54.3,1.0,0.0,0.0,21.6,0.34,76.5,0.15,1.51,47.7,41.5,0.045,307.0,425.0,46.0,138.0,1.24,35.0,0.0,10.8,1.37,0.1,,0.7,0.11,0.28,4.06,0.76,0.35,11.0,14.1,64.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20063,"Haricot beurre, appertisé, égoutté",23.2,0.2,0.022,,,,0.0,0.0,0.0,3.25,0.86,1.78,1.2,0.67,26.0,0.038,0.9,0.38,13.0,0.2,19.0,109.0,0.43,268.0,0.29,0.0,63.0,0.0,,9.9,,4.8,0.015,0.056,0.2,0.13,0.037,,0.0,93.3,,,,,,,1.47,,0.0
20318,"Haricot beurre, bouilli/cuit à l'eau",35.0,0.3,0.09,0.04,0.07,0.07,0.01,0.01,,4.45,2.2,2.7,2.19,0.013,56.0,0.13,0.99,20.0,26.0,0.35,43.0,210.0,20.0,5.0,0.34,0.0,74.7,,,3.88,,7.57,0.04,0.053,0.36,0.12,0.01,,,89.6,1.2,,0.7,0.2,0.2,0.3,0.4,0.5,0.0
20195,"Haricot beurre, cru",37.6,0.12,0.026,,,,0.0,0.0,0.0,5.6,,3.4,1.82,0.015,37.0,0.069,1.04,0.6,25.0,0.21,38.0,209.0,,6.0,0.24,0.0,,0.0,,,,16.3,0.084,0.11,0.75,0.094,0.074,,0.0,90.3,,,,,,,,,0.0
20203,"Haricot beurre, surgelé, cru",33.1,0.21,0.047,,,,0.0,0.0,0.0,4.59,2.5,2.8,1.8,0.0075,42.0,0.049,0.86,0.4,22.0,0.39,32.0,186.0,,3.0,0.26,0.0,,0.0,,,,12.9,0.099,0.092,0.5,0.085,0.042,,0.0,89.9,,,,,,,,,0.0
20511,"Haricot blanc, appertisé, égoutté",85.5,0.5,0.15,,,,0.0,0.0,0.0,10.9,0.75,7.0,5.88,0.69,70.7,0.23,2.99,3.0,38.4,0.52,91.0,362.0,,270.0,1.12,0.0,0.0,0.0,,2.9,,0.0,0.096,0.037,0.11,0.19,0.075,,0.0,72.9,,,,,,,,,0.0
20502,"Haricot blanc, bouilli/cuit à l'eau",112.0,1.1,0.25,0.13,0.24,0.37,0.01,0.01,0.0,12.0,0.3,13.8,6.75,0.023,120.0,0.19,1.7,20.0,33.0,0.8,110.0,260.0,20.0,9.3,0.67,0.0,5.48,0.25,0.94,4.37,,0.5,0.03,0.017,0.32,0.061,0.039,81.0,0.0,66.9,0.2,,0.2,0.2,0.2,0.3,11.4,0.5,0.0
20501,"Haricot blanc, sec",307.0,0.85,0.22,,,,0.0,0.0,0.0,43.9,,15.2,23.4,0.04,240.0,0.98,10.4,1.2,190.0,1.8,301.0,1800.0,11.9,16.0,3.67,0.0,0.0,0.0,,5.6,,0.0,0.44,0.15,0.48,0.73,0.32,,0.0,11.3,,,,,,,,,0.0
20293,"Haricot coco, bouilli/cuit à l'eau",130.0,0.5,0.11,0.06,0.12,0.16,0.01,0.01,0.0,13.7,1.1,15.8,9.63,0.023,72.0,0.26,2.7,20.0,53.0,0.59,180.0,480.0,20.0,9.0,1.2,0.0,15.6,0.25,,3.61,,1.62,0.17,0.02,0.86,0.14,0.065,,,61.3,0.2,,0.4,0.2,0.2,0.7,12.3,0.5,0.0
20529,"Haricot de Lima ou pois savon ou pois du Cap ou pois souche, cru",105.0,0.86,0.2,,,,0.0,0.0,0.0,15.3,1.48,4.9,6.84,0.02,34.0,0.32,3.14,,58.0,1.22,136.0,467.0,,8.0,0.78,0.0,126.0,0.0,,5.6,,23.4,0.22,0.1,1.47,0.25,0.2,,0.0,70.2,,,,,,,,0.36,0.0
20992,"Haricot de mer (Himanthalia elongata), séchée ou déshydratée",227.0,2.28,0.25,,,,,,0.0,26.4,0.03,30.8,9.9,8.93,803.0,0.21,2.14,8960.0,1050.0,2.09,104.0,6770.0,5.89,3570.0,4.2,0.0,5970.0,0.28,6.56,173.0,,120.0,0.12,0.25,1.91,,0.098,83.5,,8.12,,,,,,,,0.0,0.0
20508,"Haricot flageolet, appertisé, égoutté",92.9,0.79,0.11,,,,0.0,0.0,0.0,12.2,0.0,6.3,6.1,0.73,63.1,0.1,1.3,10.0,26.5,0.1,86.0,281.0,2.2,293.0,0.1,0.0,50.0,0.0,0.37,,,1.0,0.07,0.16,0.79,0.05,0.05,,0.0,72.0,0.5,,0.5,0.5,0.5,0.5,12.0,,0.0
20513,"Haricot flageolet, bouilli/cuit à l'eau",112.0,1.1,0.25,0.13,0.24,0.37,0.01,0.01,0.0,12.0,0.3,13.8,6.75,0.023,120.0,0.19,1.7,20.0,33.0,0.8,110.0,260.0,20.0,9.3,0.67,0.0,5.48,0.25,,4.37,,0.5,0.03,0.017,0.32,0.061,0.039,,0.0,66.9,0.2,,0.2,0.2,0.2,0.3,11.4,0.5,0.0
20537,"Haricot flageolet, frais, surgelé, cru",153.0,0.52,0.1,,,,0.0,0.0,0.0,25.6,0.4,4.4,9.32,0.78,,,,,,,,,,,,0.0,,,,,,,,,,,,,,55.1,,,,,,,,,0.0
20540,"Haricot flageolet, vert, bouilli/cuit à l'eau",115.0,0.91,0.18,0.092,0.14,0.29,0.001,0.001,0.7,13.0,0.71,10.2,8.5,0.038,115.0,0.27,2.2,2.5,43.4,0.67,131.0,338.0,2.79,15.0,1.0,0.0,30.0,0.1,,6.5,,2.0,0.09,0.03,0.2,0.06,0.07,,0.0,66.0,0.1,,0.1,0.095,0.2,0.51,2.62,0.0,0.0
20539,"Haricot flageolet, vert, sec",315.0,2.6,0.35,0.19,0.47,1.02,0.001,0.001,0.7,42.1,,23.4,19.1,0.02,,0.68,7.3,20.0,160.0,1.6,440.0,,50.0,7.9,2.3,0.0,27.0,0.5,,13.7,,0.5,0.31,0.03,1.93,0.68,0.41,,,8.5,,,,,,,24.1,,0.0
20531,"Haricot mungo, frais, bouilli/cuit à l'eau",95.7,0.55,0.038,,,,0.0,0.0,0.0,11.9,2.01,6.4,7.54,0.018,53.0,0.14,1.75,,63.0,0.41,156.0,231.0,,7.0,0.83,0.0,19.0,0.0,,2.7,,1.0,0.15,0.075,1.5,0.43,0.058,,0.0,72.5,,,,,,,,,0.0
20530,"Haricot mungo, sec",343.0,1.64,0.11,0.085,0.37,0.028,0.0,0.0,0.0,47.6,,18.3,25.2,0.095,138.0,0.98,7.57,,267.0,1.53,379.0,983.0,8.8,38.0,3.35,0.0,,0.0,,170.0,,0.0,0.27,0.25,1.45,0.91,0.28,,0.0,6.89,,,,,,,,,0.0
20269,"Haricot plat, cru",32.4,0.12,0.0,,,,0.0,0.0,0.0,4.47,1.3,2.97,1.93,0.035,60.0,,0.8,,,,,,,2.0,,0.0,,,,,,16.0,,,,,,,,92.2,0.7,,0.6,,0.3,0.3,,,0.0
20524,"Haricot rouge, appertisé, égoutté",108.0,0.97,0.41,0.052,0.12,0.23,0.0,0.0,0.0,13.0,1.0,7.0,8.31,0.68,58.0,0.28,1.5,,29.0,0.38,118.0,250.0,,269.0,0.74,0.0,0.0,0.0,,,,0.2,0.06,0.015,0.42,,,,0.0,68.9,,,,,,,,,0.0
20503,"Haricot rouge, bouilli/cuit à l'eau",116.0,0.6,0.19,0.15,0.11,0.13,0.01,0.01,0.0,12.3,0.5,11.6,9.63,0.021,55.0,0.27,2.3,20.0,39.0,0.44,150.0,300.0,20.0,8.4,0.94,0.0,5.0,0.25,0.03,1.06,,0.5,0.12,0.022,0.25,0.083,0.067,130.0,0.0,65.0,0.2,,0.2,0.2,0.2,0.5,11.5,0.5,0.0
20525,"Haricot rouge, sec",314.0,1.06,0.15,,,,0.0,0.0,0.0,46.1,2.1,15.2,22.5,0.03,83.0,0.7,6.69,1.9,138.0,1.11,406.0,1360.0,,12.0,2.79,0.0,0.0,0.0,,5.6,,4.5,0.61,0.22,2.11,0.78,0.4,,0.0,11.8,,,,,,,,,0.0
20062,"Haricot vert, appertisé, égoutté",23.2,0.32,0.083,0.009,0.065,0.077,0.0,0.0,0.0,2.07,0.77,3.36,1.34,0.65,38.0,0.034,1.06,0.99,13.0,0.16,20.0,96.0,0.89,258.0,0.2,0.0,122.0,0.0,0.03,38.9,0.0,2.8,0.016,0.046,0.21,0.2,0.03,28.0,0.0,93.4,0.33,0.0,0.29,0.0,0.0,0.16,1.0,0.3,0.0
20320,"Haricot vert, bouilli/cuit à l'eau",27.0,0.3,0.01,0.01,0.01,0.01,0.01,0.01,,3.39,2.5,3.2,1.75,0.013,51.0,0.07,0.54,20.0,26.0,0.19,38.0,260.0,20.0,5.0,0.22,0.0,407.0,0.0,0.46,5.16,,1.16,0.031,0.038,0.28,0.12,0.031,33.0,0.0,90.8,1.1,,0.9,0.2,0.2,0.5,0.35,0.5,0.0
20061,"Haricot vert, cru",31.9,0.22,0.05,0.007,0.051,0.06,0.0,0.0,0.0,4.14,3.26,2.7,1.83,0.015,37.0,0.069,1.03,0.81,25.0,0.22,38.0,211.0,0.98,6.0,0.24,0.0,379.0,0.0,,14.4,,12.2,0.082,0.1,0.73,0.23,0.14,,0.0,90.3,1.39,0.0,1.51,0.0,0.0,0.36,0.88,,0.0
20030,"Haricot vert, cuit",29.4,0.17,0.048,0.0093,0.05,0.059,0.0,0.0,0.0,3.0,0.0,4.0,2.0,0.4,55.3,0.081,0.6,5.0,22.3,0.19,36.0,174.0,10.0,5.8,0.2,0.0,137.0,0.0,0.46,16.0,,5.0,0.05,0.08,0.34,0.05,0.05,33.0,0.0,89.3,0.5,,0.5,0.5,0.5,0.5,2.91,0.093,0.0
20070,"Haricot vert, surgelé, cru",33.1,0.21,0.047,0.008,0.049,0.059,0.0,0.0,0.0,4.76,2.21,2.6,1.79,0.0075,42.0,0.049,0.85,0.85,22.0,0.37,32.0,186.0,1.1,3.0,0.26,0.0,292.0,0.0,,44.8,0.0,12.9,0.098,0.091,0.5,0.1,0.044,,0.0,89.9,1.04,0.0,0.92,0.0,0.0,0.25,1.53,0.1,0.0
20071,"Haricot vert, surgelé, cuit",33.7,0.17,0.042,,,,0.0,0.0,0.0,5.1,1.23,3.0,1.49,0.0025,42.0,0.059,0.66,0.4,19.0,0.29,29.0,159.0,0.4,1.0,0.24,0.0,334.0,0.0,0.46,12.7,,4.1,0.035,0.09,0.38,0.049,0.06,33.0,0.0,91.4,,,,,,,3.61,0.1,0.0
20194,"Haricots blancs à la sauce tomate, appertisés",80.5,0.5,0.16,,,,,,,11.7,3.0,5.0,4.83,0.87,,,,,,,,,,340.0,,,,,,,,,,,,,,,,74.7,0.3,,0.3,,0.3,0.3,,0.0,0.0
20257,"Haricots verts, purée",56.3,2.9,1.9,,,,0.0,0.0,,4.2,1.5,3.3,1.7,0.36,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0
11112,"Harissa (sauce au piment), préemballée",76.4,2.9,0.47,0.5,0.97,0.04,,0.01,,7.3,6.89,5.1,2.72,2.81,78.1,1.0,3.1,43.5,47.2,1.0,63.0,710.0,5.0,1120.0,1.0,,4000.0,,,,,31.9,0.05,0.21,0.05,0.52,0.26,28.0,,77.9,1.56,,5.33,0.5,0.5,0.5,0.41,0.0,0.0
11080,Herbes aromatiques fraîches (aliment moyen),51.2,0.93,0.25,,,,0.0,0.0,0.0,4.69,1.89,5.53,3.26,0.28,178.0,0.23,6.53,,62.9,1.3,61.8,493.0,0.52,32.0,1.02,0.87,3290.0,0.0002,,1140.0,,85.3,0.072,0.15,1.19,0.35,0.14,,0.0,83.8,,,,,,,0.18,0.0004,0.0
11060,"Herbes de Provence, séchées",283.0,7.2,1.88,,,,,,0.0,23.1,,40.1,11.5,0.088,1860.0,1.06,69.8,15.0,304.0,5.2,297.0,1970.0,4.4,35.0,5.47,0.0,,0.0,1.69,,,54.0,0.33,0.34,6.03,0.0,1.58,,0.0,7.1,,,,,,,2.0,0.0,0.0
26214,"Hoki de Nouvelle-Zélande, cru",75.5,1.46,0.26,,,,,,,0.0,0.0,0.0,15.6,0.14,8.0,0.02,0.84,,20.0,0.016,154.0,306.0,47.0,54.4,0.23,,,0.004,,,,0.3,0.02,0.002,1.84,0.44,0.09,20.0,0.7,82.8,,,,,,,0.0,0.0,0.0
26213,"Hoki, tout lieu de pêche, cru",92.3,2.36,0.53,0.4,0.026,0.009,0.073,0.17,33.6,0.0,0.0,0.0,17.8,0.18,6.46,0.1,0.23,13.5,28.2,0.1,167.0,345.0,27.8,70.8,0.26,18.7,,2.49,,,,,0.046,0.045,1.67,0.52,0.12,,1.11,78.7,,,,,,,0.0,0.0,0.0
10009,"Homard, bouilli/cuit à l'eau",90.9,1.32,0.21,0.19,0.039,0.055,0.2,0.11,128.0,0.11,0.0,0.0,19.6,0.9,68.8,1.3,0.63,120.0,34.2,0.19,212.0,208.0,2.2,361.0,2.96,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.051,0.029,1.61,1.43,0.14,12.3,1.64,76.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10010,"Homard, cru",85.5,1.15,0.2,0.33,0.04,0.029,0.18,0.093,117.0,0.94,0.0,0.0,17.9,0.9,68.8,1.3,0.45,240.0,34.2,0.19,150.0,204.0,2.2,361.0,2.96,11.0,0.0,0.0,0.87,0.0,0.0,2.5,0.038,0.038,1.7,1.47,0.12,12.0,3.78,77.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25403,"Hot-dog, préemballé",278.0,13.8,5.18,5.37,1.41,0.22,0.01,0.01,34.7,26.3,5.2,1.6,10.9,1.69,56.0,0.08,0.85,20.0,17.0,0.26,150.0,210.0,20.0,676.0,1.1,21.0,,0.25,,3.7,,0.5,0.11,0.051,1.37,0.4,0.068,31.2,0.5,44.5,1.2,,2.0,0.3,1.0,0.7,19.1,0.0,0.0
25621,"Houmous, préemballé",258.0,19.9,2.02,,,,,,,9.0,1.66,5.18,8.06,1.08,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
17700,Huile combinée (mélange d'huiles),897.0,99.5,10.3,38.4,43.1,1.25,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0061,2.57,0.0028,0.013,0.0,0.58,0.0015,0.0,0.81,10.0,2.42,0.03,0.0,0.0,0.0,61.7,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17701,"Huile combinée, mélange d'huile d'olive et de graines",900.0,100.0,12.1,46.3,27.2,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17030,Huile d'amande,900.0,100.0,8.2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17040,Huile d'arachide,899.0,99.9,16.2,61.7,14.7,0.18,0.01,0.048,0.0,0.0,0.0,0.0,0.25,0.013,1.3,0.01,0.05,20.0,0.05,0.09,0.3,0.3,20.0,5.0,0.06,0.0,5.0,0.25,15.69,0.8,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17900,Huile d'argan ou d'argane,889.0,98.7,17.6,43.8,33.0,0.13,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
17100,Huile d'avocat,900.0,100.0,17.9,50.3,,0.55,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17270,Huile d'olive vierge extra,899.0,99.9,15.2,69.8,6.52,0.65,0.01,0.01,0.0,0.0,0.0,0.0,0.25,0.013,0.2,0.01,0.05,20.0,0.05,0.01,0.3,0.3,20.0,5.0,0.05,0.0,210.0,0.25,14.35,58.1,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16401,Huile de beurre ou beurre concentré,900.0,99.9,61.9,22.0,1.27,0.43,0.0,0.0,256.0,0.0,0.0,0.0,0.28,0.005,4.0,0.001,0.004,,0.0,0.0,3.0,0.002,0.0,2.0,0.01,824.0,193.0,1.8,2.8,8.6,,0.0,0.001,0.005,0.003,0.01,0.001,0.0,0.01,1.5,,,,,,,,0.0,0.0
17800,Huile de cameline,,,,17.9,15.3,36.4,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,0.0
17850,Huile de chanvre,900.0,100.0,10.5,13.8,51.9,16.6,,0.096,0.0,0.5,0.1,0.5,0.0,0.001,,,,,,,,,,0.5,,0.0,,,,,,,,,,,,,,0.1,0.1,,0.1,0.1,0.1,0.1,0.0,0.0,0.0
17130,Huile de colza,900.0,100.0,7.26,55.2,18.6,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,2.57,0.0052,0.023,0.8,0.58,0.0015,0.0,0.81,10.0,1.11,0.026,0.0,0.0,0.0,17.3,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17170,Huile de coton,900.0,100.0,25.9,17.0,51.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,24.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17630,Huile de foie de morue,900.0,100.0,22.6,33.1,2.71,1.79,6.9,11.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,30000.0,,250.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17110,Huile de germe de blé,900.0,100.0,18.8,12.5,46.9,5.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.4,24.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17650,Huile de hareng,900.0,100.0,21.3,,,,6.27,4.21,766.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17180,Huile de lin,900.0,100.0,8.98,18.3,14.2,53.4,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.47,9.3,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17190,Huile de maïs,900.0,100.0,12.9,27.3,53.2,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,1.9,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0
17210,Huile de noisette,900.0,100.0,8.34,72.7,11.7,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17220,Huile de noix,900.0,100.0,10.0,15.2,56.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.008,0.0,1.81,15.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17020,Huile de noyaux d'abricot,900.0,100.0,6.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
16150,"Huile de palme, raffinée",900.0,100.0,49.3,36.6,9.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.01,,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0
17325,Huile de pavot,900.0,100.0,13.5,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17350,Huile de pépins de raisin,900.0,100.0,11.4,18.6,63.7,0.32,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.013,0.3,0.02,0.05,20.0,0.05,0.01,0.3,1.1,20.0,5.0,0.05,0.0,5.0,0.25,28.8,189.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17640,Huile de sardine,900.0,100.0,29.9,,,,10.1,10.7,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17645,Huile de saumon,900.0,100.0,,,,,13.0,18.2,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17400,Huile de sésame,900.0,100.0,14.9,38.5,39.6,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
17420,Huile de soja,900.0,100.0,15.7,22.6,50.4,6.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028,2.57,0.0039,0.041,0.8,1.52,0.013,0.0,1.85,10.0,1.11,0.11,0.0,0.0,0.0,13.1,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17390,Huile de son de riz,900.0,100.0,19.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.07,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.3,24.7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
